timestamp,backend,imgsz,batch,device,int8_path,map50,map,precision,recall,total_time_s,avg_latency_ms,fps
2025-12-06T21:12:01.371197,fbgemm,640,8,cpu,/home/ubuntu/obc-yolov8/obc-yolov8/runs/detect/ptq/senstivity/coordatt/fold4/weights/ptq_int8.pt,,,,,407.7851217770003,407785.1217770003,0.002452271911349566
