timestamp,backend,imgsz,batch,device,int8_path,map50,map,precision,recall,total_time_s,avg_latency_ms,fps
2025-12-06T18:11:23.174071,fbgemm,640,8,cpu,/home/ubuntu/obc-yolov8/obc-yolov8/runs/detect/ptq/fold5/weights/ptq_int8.pt,,,,,231.68696002999968,231686.96002999967,0.004316168678075436
