timestamp,backend,imgsz,batch,device,int8_path,map50,map,precision,recall,total_time_s,avg_latency_ms,fps
2025-12-06T17:59:24.028334,fbgemm,640,8,cpu,/home/ubuntu/obc-yolov8/obc-yolov8/runs/detect/ptq/fold3/weights/ptq_int8.pt,,,,,312.45350226199935,312453.50226199935,0.0032004762076933845
