timestamp,backend,imgsz,batch,device,int8_path,map50,map,precision,recall,total_time_s,avg_latency_ms,fps
2025-12-06T20:22:42.488541,fbgemm,640,8,cpu,/home/ubuntu/obc-yolov8/obc-yolov8/runs/detect/ptq/senstivity/botnet/fold4/weights/ptq_int8.pt,,,,,176.41624683100054,176416.24683100055,0.0056684121670378725
