timestamp,backend,imgsz,batch,device,int8_path,map50,map,precision,recall,total_time_s,avg_latency_ms,fps
2025-12-06T20:48:18.453199,fbgemm,640,8,cpu,/home/ubuntu/obc-yolov8/obc-yolov8/runs/detect/ptq/senstivity/coordatt/fold1/weights/ptq_int8.pt,,,,,515.4147586869985,515414.7586869985,0.0019401850318517572
