                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     19,                  1.722,                 2.1877,                 1.9387,                 0.4269,                0.37382,                0.33024,                0.15225,                 1.8399,                 2.2396,                 1.9896,               0.009439,               0.009439,               0.009439
                     20,                 1.7408,                  2.176,                 1.9355,                0.46969,                 0.3842,                0.36847,                 0.1766,                 1.8643,                 2.2489,                 2.0285,               0.009406,               0.009406,               0.009406
                     21,                 1.7108,                  2.132,                 1.9048,                0.39862,                0.37579,                0.35165,                0.17655,                 1.8512,                 2.1601,                 2.0107,               0.009373,               0.009373,               0.009373
                     22,                 1.6937,                 2.0976,                 1.8981,                0.49544,                0.42727,                0.42859,                 0.2246,                 1.7744,                 1.9794,                 1.9425,                0.00934,                0.00934,                0.00934
                     23,                 1.6854,                 2.0919,                   1.89,                 0.5133,                 0.4322,                0.44809,                0.23333,                 1.7468,                 1.9769,                 1.9355,               0.009307,               0.009307,               0.009307
                     24,                 1.6607,                 2.0419,                  1.863,                0.40481,                0.33288,                0.30813,                0.14126,                 1.8691,                 2.3533,                 2.0375,               0.009274,               0.009274,               0.009274
                     25,                  1.658,                 2.0346,                 1.8516,                0.41806,                0.40711,                0.36041,                0.18469,                 1.8021,                 2.1949,                 1.9919,               0.009241,               0.009241,               0.009241
                     26,                 1.6452,                 1.9851,                 1.8435,                0.50332,                0.48771,                0.49957,                0.26969,                 1.6465,                 1.8217,                 1.8508,               0.009208,               0.009208,               0.009208
                     27,                 1.6341,                 1.9984,                 1.8285,                0.59653,                 0.4689,                0.52427,                0.27263,                 1.6952,                 1.7876,                 1.8705,               0.009175,               0.009175,               0.009175
                     28,                 1.6208,                 1.9566,                  1.823,                0.60001,                0.47441,                0.51843,                0.27626,                 1.6838,                 1.8595,                 1.8518,               0.009142,               0.009142,               0.009142
                     29,                 1.6227,                 1.9477,                  1.825,                0.53107,                0.49372,                 0.4923,                0.26852,                 1.6581,                 1.8521,                 1.8291,               0.009109,               0.009109,               0.009109
                     30,                 1.6006,                 1.9269,                 1.7989,                0.54137,                0.47534,                0.48649,                0.25945,                 1.6792,                  1.865,                 1.8486,               0.009076,               0.009076,               0.009076
                     31,                 1.6072,                 1.9358,                 1.8041,                0.57143,                0.52419,                0.53118,                0.28242,                  1.626,                 1.7573,                 1.8013,               0.009043,               0.009043,               0.009043
                     32,                 1.5789,                 1.9037,                 1.7785,                0.62201,                0.47604,                0.50533,                0.27681,                 1.6608,                 1.8185,                 1.8556,                0.00901,                0.00901,                0.00901
                     33,                 1.5709,                 1.8679,                 1.7791,                0.56238,                0.50626,                0.52574,                0.26982,                 1.6406,                 1.7843,                 1.8291,               0.008977,               0.008977,               0.008977
                     34,                 1.5686,                 1.8622,                 1.7739,                0.48236,                0.47406,                0.43928,                0.23779,                 1.7063,                 2.1616,                 1.8874,               0.008944,               0.008944,               0.008944
                     35,                 1.5775,                 1.8479,                 1.7743,                0.56555,                0.49571,                0.51029,                0.27342,                 1.6331,                  1.856,                 1.8134,               0.008911,               0.008911,               0.008911
                     36,                 1.5518,                 1.8256,                 1.7568,                0.60108,                0.53072,                 0.5527,                0.31204,                 1.5643,                 1.7193,                 1.7607,               0.008878,               0.008878,               0.008878
                     37,                 1.5443,                 1.8185,                 1.7465,                0.57264,                0.51863,                0.53665,                0.30379,                 1.5678,                 1.7022,                 1.7667,               0.008845,               0.008845,               0.008845
                     38,                 1.5427,                 1.8042,                 1.7374,                0.61845,                 0.5141,                0.55558,                0.29529,                 1.5754,                 1.7488,                 1.7648,               0.008812,               0.008812,               0.008812
                     39,                 1.5269,                 1.7919,                 1.7327,                0.51627,                0.49695,                0.48273,                0.26089,                 1.6649,                 2.1129,                 1.8471,               0.008779,               0.008779,               0.008779
                     40,                 1.5228,                  1.759,                 1.7246,                 0.6517,                0.56263,                0.59714,                0.33013,                 1.5325,                 1.6545,                 1.7264,               0.008746,               0.008746,               0.008746
                     41,                  1.532,                 1.7459,                 1.7249,                0.58939,                0.53639,                0.57205,                0.31948,                 1.5321,                 1.6626,                 1.7363,               0.008713,               0.008713,               0.008713
                     42,                  1.515,                 1.7583,                 1.7155,                0.64755,                0.55365,                0.60164,                0.33805,                 1.5449,                 1.6139,                 1.7393,                0.00868,                0.00868,                0.00868
                     43,                 1.5173,                 1.7443,                 1.7087,                 0.6602,                0.59432,                0.63342,                0.34012,                 1.5205,                 1.5937,                 1.7015,               0.008647,               0.008647,               0.008647
                     44,                 1.4987,                 1.7281,                 1.7021,                0.63864,                0.53426,                0.59123,                0.33078,                 1.5775,                 1.6422,                 1.7397,               0.008614,               0.008614,               0.008614
                     45,                 1.5011,                 1.7227,                 1.6999,                0.68195,                0.54558,                0.60859,                 0.3457,                  1.537,                 1.5967,                 1.7223,               0.008581,               0.008581,               0.008581
                     46,                 1.4917,                 1.7109,                 1.6921,                0.68386,                0.58966,                0.63199,                0.36565,                 1.5054,                 1.5184,                 1.6985,               0.008548,               0.008548,               0.008548
                     47,                  1.489,                 1.7106,                 1.6906,                0.67045,                0.58869,                0.62574,                 0.3687,                 1.4695,                 1.5261,                  1.686,               0.008515,               0.008515,               0.008515
                     48,                 1.4876,                  1.685,                 1.6865,                0.59384,                0.59802,                 0.6035,                0.35395,                 1.5166,                 1.5853,                 1.7126,               0.008482,               0.008482,               0.008482
                     49,                 1.4913,                 1.7048,                 1.6845,                0.68961,                0.56812,                0.63694,                0.36795,                 1.4979,                 1.5257,                 1.6877,               0.008449,               0.008449,               0.008449
                     50,                 1.4722,                 1.6598,                 1.6788,                0.63813,                0.54874,                 0.5934,                0.34002,                 1.5146,                 1.6413,                 1.7034,               0.008416,               0.008416,               0.008416
                     51,                 1.4686,                   1.67,                 1.6688,                0.68501,                 0.5934,                0.65124,                0.37982,                  1.471,                 1.4884,                 1.6672,               0.008383,               0.008383,               0.008383
                     52,                 1.4776,                 1.6503,                 1.6665,                0.67363,                0.60528,                 0.6517,                0.38437,                 1.4474,                 1.4908,                 1.6522,                0.00835,                0.00835,                0.00835
                     53,                 1.4687,                 1.6263,                 1.6618,                0.67822,                0.62164,                0.65752,                0.39099,                 1.4761,                 1.4806,                 1.6713,               0.008317,               0.008317,               0.008317
                     54,                 1.4492,                 1.6227,                 1.6473,                0.69918,                0.61777,                0.67334,                0.39591,                 1.4381,                 1.4524,                 1.6364,               0.008284,               0.008284,               0.008284
                     55,                 1.4538,                 1.6245,                 1.6433,                0.72524,                0.60077,                0.67782,                0.40732,                 1.4568,                 1.4545,                 1.6511,               0.008251,               0.008251,               0.008251
                     56,                 1.4527,                 1.6225,                 1.6481,                0.68321,                0.61809,                0.66877,                0.39493,                 1.4223,                 1.4552,                 1.6168,               0.008218,               0.008218,               0.008218
                     57,                 1.4386,                 1.6021,                 1.6403,                0.66151,                0.61123,                0.66456,                0.39929,                  1.431,                 1.4533,                 1.6315,               0.008185,               0.008185,               0.008185
                     58,                 1.4402,                 1.5908,                 1.6313,                0.74072,                0.62812,                0.70007,                 0.4199,                 1.4253,                 1.4022,                 1.6251,               0.008152,               0.008152,               0.008152
                     59,                 1.4303,                 1.5831,                 1.6279,                0.70264,                0.63462,                 0.6873,                0.41858,                 1.4228,                 1.4159,                 1.6182,               0.008119,               0.008119,               0.008119
                     60,                 1.4344,                 1.5819,                 1.6311,                0.73386,                0.60029,                0.68883,                0.41955,                 1.4245,                 1.4035,                 1.6255,               0.008086,               0.008086,               0.008086
                     61,                 1.4348,                 1.5821,                 1.6319,                0.71365,                0.62719,                0.69103,                0.40562,                 1.4303,                  1.404,                 1.6253,               0.008053,               0.008053,               0.008053
                     62,                 1.4245,                 1.5852,                  1.623,                0.73686,                 0.6648,                0.70439,                0.43138,                 1.4017,                 1.3756,                 1.6034,                0.00802,                0.00802,                0.00802
                     63,                 1.4217,                 1.5904,                 1.6202,                0.66185,                0.62388,                0.67823,                0.39981,                  1.423,                 1.4057,                 1.6149,               0.007987,               0.007987,               0.007987
                     64,                 1.4117,                 1.5695,                 1.6161,                0.69606,                0.64451,                0.70477,                0.41556,                 1.4218,                 1.3814,                 1.6167,               0.007954,               0.007954,               0.007954
                     65,                 1.4143,                 1.5563,                 1.6087,                0.70862,                0.62713,                 0.7016,                0.42032,                 1.4046,                 1.3914,                 1.6029,               0.007921,               0.007921,               0.007921
                     66,                 1.3969,                 1.5285,                 1.5935,                0.72547,                0.62589,                0.70571,                0.42696,                 1.3825,                 1.3628,                 1.5833,               0.007888,               0.007888,               0.007888
                     67,                 1.4096,                 1.5421,                 1.6092,                0.71558,                0.66979,                0.71803,                0.44441,                 1.3832,                  1.336,                 1.5921,               0.007855,               0.007855,               0.007855
                     68,                 1.4022,                 1.5151,                 1.5968,                0.73246,                0.66821,                 0.7294,                0.44305,                  1.392,                 1.3147,                 1.5885,               0.007822,               0.007822,               0.007822
                     69,                 1.4009,                 1.4989,                 1.5993,                0.74969,                0.64472,                0.71121,                0.43272,                 1.3926,                 1.3643,                 1.6022,               0.007789,               0.007789,               0.007789
                     70,                 1.3915,                 1.5145,                 1.5935,                0.74372,                0.67942,                0.73398,                0.45231,                 1.3829,                 1.3159,                 1.5779,               0.007756,               0.007756,               0.007756
                     71,                 1.3893,                 1.4956,                 1.5943,                0.76457,                0.66069,                0.72878,                0.44564,                 1.3934,                 1.3214,                 1.5884,               0.007723,               0.007723,               0.007723
                     72,                 1.3957,                 1.5011,                  1.585,                0.71363,                0.70574,                0.73385,                0.44589,                 1.3996,                 1.3268,                 1.5874,                0.00769,                0.00769,                0.00769
                     73,                 1.3822,                  1.506,                 1.5849,                0.73315,                0.68479,                0.72999,                0.44429,                  1.364,                 1.2903,                 1.5727,               0.007657,               0.007657,               0.007657
                     74,                 1.3798,                 1.4986,                 1.5774,                0.71591,                0.67074,                0.72699,                0.44726,                 1.3824,                 1.3194,                 1.5937,               0.007624,               0.007624,               0.007624
                     75,                 1.3696,                 1.4734,                 1.5704,                0.78579,                0.64361,                0.73683,                0.45345,                  1.357,                 1.2971,                 1.5639,               0.007591,               0.007591,               0.007591
                     76,                 1.3789,                 1.4722,                 1.5761,                0.74111,                0.64996,                0.72304,                 0.4392,                 1.3881,                 1.3307,                 1.5784,               0.007558,               0.007558,               0.007558
                     77,                 1.3731,                 1.4932,                 1.5795,                0.72637,                 0.6825,                0.73632,                0.45214,                 1.3609,                 1.2684,                 1.5632,               0.007525,               0.007525,               0.007525
                     78,                 1.3706,                 1.4731,                 1.5704,                0.78884,                0.65183,                0.75193,                0.44745,                 1.3909,                 1.2969,                 1.5831,               0.007492,               0.007492,               0.007492
                     79,                 1.3675,                 1.4817,                 1.5698,                0.76027,                0.65139,                 0.7333,                0.44604,                 1.3527,                 1.2797,                 1.5561,               0.007459,               0.007459,               0.007459
                     80,                  1.369,                 1.4644,                 1.5681,                0.75248,                0.68314,                0.73874,                0.44822,                 1.3671,                 1.3068,                 1.5635,               0.007426,               0.007426,               0.007426
                     81,                 1.3631,                 1.4447,                 1.5664,                0.75824,                0.67125,                 0.7534,                0.45193,                 1.3708,                 1.2833,                 1.5746,               0.007393,               0.007393,               0.007393
                     82,                 1.3552,                 1.4556,                 1.5564,                0.76665,                0.67326,                0.75053,                0.46504,                  1.357,                  1.263,                 1.5579,                0.00736,                0.00736,                0.00736
                     83,                 1.3487,                 1.4502,                 1.5567,                0.74776,                 0.6847,                 0.7496,                0.46381,                   1.35,                  1.278,                 1.5587,               0.007327,               0.007327,               0.007327
                     84,                 1.3504,                 1.4627,                 1.5543,                0.77708,                0.70048,                0.75872,                0.46793,                 1.3438,                 1.2549,                 1.5513,               0.007294,               0.007294,               0.007294
                     85,                 1.3586,                 1.4475,                 1.5544,                0.80336,                0.69999,                0.77487,                0.48411,                 1.3417,                 1.2251,                 1.5444,               0.007261,               0.007261,               0.007261
                     86,                 1.3482,                 1.4199,                 1.5428,                0.74552,                 0.6982,                0.75493,                0.46271,                  1.347,                 1.2575,                 1.5367,               0.007228,               0.007228,               0.007228
                     87,                 1.3567,                 1.4416,                 1.5554,                0.76115,                0.70871,                0.76818,                0.48164,                 1.3263,                 1.2317,                 1.5306,               0.007195,               0.007195,               0.007195
                     88,                 1.3432,                 1.4119,                 1.5491,                0.79946,                0.69239,                 0.7734,                0.47692,                 1.3412,                 1.2194,                  1.542,               0.007162,               0.007162,               0.007162
                     89,                 1.3374,                 1.4402,                 1.5442,                0.77154,                0.70495,                0.77168,                0.47003,                 1.3376,                 1.2374,                 1.5384,               0.007129,               0.007129,               0.007129
                     90,                 1.3418,                 1.4216,                 1.5503,                0.79053,                0.69704,                0.77404,                0.48903,                 1.3203,                 1.2088,                 1.5278,               0.007096,               0.007096,               0.007096
                     91,                  1.325,                 1.3919,                 1.5308,                0.78695,                 0.7123,                0.77375,                0.48803,                 1.3095,                 1.1881,                 1.5172,               0.007063,               0.007063,               0.007063
                     92,                 1.3274,                 1.4013,                  1.536,                0.80262,                0.67521,                0.76984,                0.47887,                 1.3218,                 1.2078,                 1.5143,                0.00703,                0.00703,                0.00703
                     93,                 1.3235,                 1.3903,                 1.5268,                0.79047,                0.67089,                0.76246,                0.47366,                 1.3191,                 1.2102,                 1.5236,               0.006997,               0.006997,               0.006997
                     94,                 1.3289,                 1.3979,                 1.5385,                 0.7834,                0.68931,                0.76793,                 0.4767,                  1.324,                 1.1967,                 1.5259,               0.006964,               0.006964,               0.006964
                     95,                 1.3346,                 1.3985,                 1.5367,                 0.7691,                  0.707,                0.77169,                0.48461,                 1.3188,                 1.1909,                 1.5143,               0.006931,               0.006931,               0.006931
                     96,                 1.3216,                 1.3976,                  1.531,                0.78017,                0.70126,                0.77858,                0.48647,                 1.3202,                 1.1945,                 1.5242,               0.006898,               0.006898,               0.006898
                     97,                 1.3132,                 1.3694,                 1.5206,                0.78995,                0.68384,                0.77537,                 0.4874,                 1.3227,                 1.1782,                 1.5235,               0.006865,               0.006865,               0.006865
                     98,                 1.3168,                 1.3701,                 1.5282,                0.77781,                0.69875,                0.78417,                0.49023,                 1.3142,                 1.1889,                 1.5078,               0.006832,               0.006832,               0.006832
                     99,                 1.3219,                  1.392,                 1.5243,                0.82782,                0.67469,                0.78696,                0.49363,                 1.3238,                  1.181,                 1.5139,               0.006799,               0.006799,               0.006799
                    100,                 1.3143,                 1.3689,                   1.52,                0.81513,                 0.7236,                 0.8012,                 0.5027,                 1.3036,                 1.1631,                 1.5108,               0.006766,               0.006766,               0.006766
                    101,                 1.3204,                 1.3623,                 1.5208,                0.77908,                0.71488,                0.78766,                0.50102,                 1.3162,                 1.1737,                  1.512,               0.006733,               0.006733,               0.006733
                    102,                  1.315,                  1.363,                 1.5139,                0.80791,                0.71196,                0.79536,                0.49838,                 1.3104,                 1.1661,                 1.5152,                 0.0067,                 0.0067,                 0.0067
                    103,                 1.3052,                 1.3578,                 1.5094,                0.81783,                 0.7067,                0.79957,                0.50905,                 1.2885,                 1.1448,                 1.4897,               0.006667,               0.006667,               0.006667
                    104,                 1.3115,                 1.3511,                 1.5137,                 0.7926,                0.71977,                0.79565,                0.50053,                 1.3016,                 1.1646,                 1.4966,               0.006634,               0.006634,               0.006634
                    105,                 1.3116,                 1.3421,                 1.5094,                0.77289,                0.72475,                 0.8014,                0.50186,                   1.29,                 1.1572,                 1.4849,               0.006601,               0.006601,               0.006601
                    106,                 1.2946,                 1.3252,                 1.4952,                0.78225,                0.73286,                 0.8048,                 0.5067,                 1.2911,                 1.1445,                 1.4919,               0.006568,               0.006568,               0.006568
                    107,                  1.299,                 1.3377,                 1.4988,                0.77988,                0.74453,                0.80675,                0.51068,                 1.2872,                 1.1507,                 1.4844,               0.006535,               0.006535,               0.006535
                    108,                 1.3001,                 1.3374,                 1.5111,                0.81951,                0.71513,                0.80549,                0.50465,                 1.2895,                 1.1469,                 1.4908,               0.006502,               0.006502,               0.006502
                    109,                 1.2935,                 1.3329,                 1.5124,                0.80978,                 0.7113,                0.79715,                0.50624,                 1.3012,                 1.1465,                 1.4901,               0.006469,               0.006469,               0.006469
                    110,                 1.3069,                 1.3348,                 1.5051,                0.81753,                0.72465,                0.81218,                0.51738,                 1.2787,                 1.1232,                 1.4755,               0.006436,               0.006436,               0.006436
                    111,                 1.2929,                 1.3228,                 1.4929,                 0.8212,                0.70606,                  0.799,                0.51308,                 1.2891,                 1.1234,                 1.4815,               0.006403,               0.006403,               0.006403
                    112,                 1.2872,                 1.3122,                 1.5005,                 0.8087,                 0.7199,                0.80623,                0.52025,                 1.2819,                 1.1324,                 1.4823,                0.00637,                0.00637,                0.00637
                    113,                 1.2893,                 1.3213,                  1.497,                0.81931,                0.72224,                 0.8065,                0.51428,                 1.2708,                 1.1228,                 1.4772,               0.006337,               0.006337,               0.006337
                    114,                 1.2835,                 1.3188,                 1.4966,                0.78304,                0.73496,                0.80498,                0.51763,                 1.2736,                 1.1202,                 1.4749,               0.006304,               0.006304,               0.006304
                    115,                 1.2779,                 1.2785,                 1.4768,                0.80707,                 0.7503,                0.80949,                 0.5196,                 1.2758,                 1.1098,                 1.4749,               0.006271,               0.006271,               0.006271
                    116,                 1.2857,                 1.3006,                  1.488,                0.81551,                0.73186,                0.81771,                0.51848,                  1.277,                 1.1227,                 1.4737,               0.006238,               0.006238,               0.006238
                    117,                 1.2673,                 1.2856,                 1.4727,                0.80802,                0.73518,                0.80698,                0.51682,                 1.2781,                 1.1073,                 1.4795,               0.006205,               0.006205,               0.006205
                    118,                 1.2778,                 1.2952,                 1.4868,                0.79931,                0.74916,                0.80518,                0.51843,                 1.2845,                 1.1132,                  1.477,               0.006172,               0.006172,               0.006172
                    119,                  1.287,                 1.2986,                 1.4861,                0.82167,                0.73783,                0.81026,                0.52061,                 1.2748,                 1.1108,                 1.4709,               0.006139,               0.006139,               0.006139
                    120,                 1.2689,                 1.3002,                 1.4809,                0.81065,                0.74388,                 0.8166,                0.52426,                 1.2728,                 1.1097,                  1.474,               0.006106,               0.006106,               0.006106
                    121,                 1.2736,                 1.2943,                 1.4778,                0.81903,                0.73048,                0.81531,                0.52586,                 1.2695,                 1.0868,                 1.4755,               0.006073,               0.006073,               0.006073
                    122,                  1.268,                 1.2822,                 1.4707,                0.79108,                0.74364,                0.81685,                 0.5238,                 1.2683,                 1.0966,                 1.4621,                0.00604,                0.00604,                0.00604
                    123,                 1.2627,                 1.2667,                 1.4692,                 0.8125,                0.74004,                0.81139,                0.52018,                 1.2821,                 1.0965,                 1.4688,               0.006007,               0.006007,               0.006007
                    124,                 1.2544,                 1.2584,                 1.4688,                0.79718,                0.74358,                0.81071,                0.52348,                  1.276,                 1.1011,                 1.4738,               0.005974,               0.005974,               0.005974
                    125,                 1.2755,                 1.2634,                 1.4754,                0.82507,                0.72344,                0.81742,                0.52187,                 1.2627,                 1.0855,                 1.4622,               0.005941,               0.005941,               0.005941
                    126,                  1.251,                 1.2635,                  1.459,                0.82336,                 0.7329,                0.81938,                 0.5257,                 1.2707,                 1.0835,                 1.4649,               0.005908,               0.005908,               0.005908
                    127,                 1.2642,                 1.2572,                 1.4648,                0.79843,                 0.7614,                0.81882,                0.52852,                 1.2745,                 1.0803,                 1.4651,               0.005875,               0.005875,               0.005875
                    128,                 1.2544,                 1.2592,                 1.4603,                0.81226,                0.74834,                0.81695,                0.52368,                 1.2545,                 1.0753,                 1.4506,               0.005842,               0.005842,               0.005842
                    129,                  1.256,                 1.2564,                 1.4621,                0.80624,                0.76885,                0.82684,                0.53019,                 1.2629,                 1.0759,                 1.4563,               0.005809,               0.005809,               0.005809
                    130,                 1.2383,                 1.2438,                 1.4502,                0.80027,                0.75456,                0.82602,                0.53008,                  1.265,                 1.0731,                 1.4595,               0.005776,               0.005776,               0.005776
                    131,                 1.2529,                 1.2499,                 1.4583,                0.82354,                0.75539,                0.83124,                0.53427,                 1.2659,                 1.0662,                 1.4624,               0.005743,               0.005743,               0.005743
                    132,                 1.2589,                 1.2459,                 1.4591,                0.82912,                0.74399,                0.83545,                0.53983,                 1.2568,                 1.0522,                 1.4517,                0.00571,                0.00571,                0.00571
                    133,                 1.2346,                 1.2361,                 1.4409,                0.80142,                0.76694,                0.83111,                0.53614,                 1.2592,                 1.0621,                 1.4525,               0.005677,               0.005677,               0.005677
                    134,                 1.2491,                 1.2335,                 1.4472,                0.83531,                0.74992,                0.83617,                0.54019,                 1.2635,                 1.0561,                  1.455,               0.005644,               0.005644,               0.005644
                    135,                 1.2547,                 1.2351,                 1.4488,                0.84156,                0.75727,                0.83801,                0.54336,                 1.2554,                 1.0659,                 1.4475,               0.005611,               0.005611,               0.005611
                    136,                 1.2502,                 1.2391,                 1.4522,                0.83488,                0.74585,                0.83377,                0.53826,                 1.2546,                 1.0451,                 1.4491,               0.005578,               0.005578,               0.005578
                    137,                 1.2577,                 1.2486,                 1.4577,                0.81988,                0.76029,                0.82908,                0.53412,                 1.2635,                 1.0499,                 1.4552,               0.005545,               0.005545,               0.005545
                    138,                 1.2405,                 1.2325,                  1.444,                0.82345,                0.74523,                0.82673,                0.53897,                 1.2632,                 1.0529,                 1.4542,               0.005512,               0.005512,               0.005512
                    139,                 1.2338,                 1.2257,                  1.441,                 0.8263,                0.73413,                 0.8244,                0.53393,                 1.2559,                 1.0582,                 1.4541,               0.005479,               0.005479,               0.005479
                    140,                 1.2377,                 1.2107,                 1.4404,                0.82009,                0.75161,                0.82918,                  0.535,                 1.2554,                  1.049,                 1.4497,               0.005446,               0.005446,               0.005446
                    141,                 1.2308,                 1.2126,                 1.4416,                 0.8175,                0.75696,                0.82787,                0.53607,                 1.2582,                 1.0491,                 1.4509,               0.005413,               0.005413,               0.005413
                    142,                 1.2378,                  1.219,                 1.4478,                0.80233,                0.77379,                0.83647,                0.54543,                 1.2499,                 1.0399,                 1.4415,                0.00538,                0.00538,                0.00538
                    143,                 1.2356,                  1.219,                 1.4411,                 0.7989,                0.77038,                0.83861,                0.53894,                 1.2543,                 1.0483,                 1.4412,               0.005347,               0.005347,               0.005347
                    144,                  1.216,                 1.1933,                 1.4267,                0.80944,                0.76207,                0.83851,                0.54408,                 1.2532,                 1.0455,                 1.4365,               0.005314,               0.005314,               0.005314
                    145,                  1.217,                 1.2088,                 1.4372,                0.84078,                0.75381,                0.83886,                0.54478,                 1.2534,                 1.0417,                  1.441,               0.005281,               0.005281,               0.005281
                    146,                 1.2218,                 1.1985,                 1.4366,                0.83057,                0.74779,                0.84044,                0.54112,                 1.2528,                 1.0454,                 1.4421,               0.005248,               0.005248,               0.005248
                    147,                 1.2187,                 1.1881,                 1.4302,                0.82688,                0.74878,                0.83922,                0.53867,                 1.2501,                 1.0451,                 1.4398,               0.005215,               0.005215,               0.005215
                    148,                 1.2189,                 1.2045,                 1.4334,                0.83318,                0.75629,                0.84145,                0.54166,                   1.25,                 1.0284,                 1.4467,               0.005182,               0.005182,               0.005182
                    149,                  1.219,                 1.1907,                 1.4266,                0.84191,                0.75544,                0.84474,                0.54392,                 1.2482,                   1.02,                 1.4426,               0.005149,               0.005149,               0.005149
                    150,                 1.2122,                 1.1768,                 1.4217,                 0.8124,                0.77692,                0.84446,                0.54663,                 1.2499,                 1.0207,                 1.4407,               0.005116,               0.005116,               0.005116
                    151,                 1.2187,                 1.1913,                 1.4251,                0.79666,                0.79221,                0.84415,                0.55213,                 1.2442,                 1.0171,                 1.4363,               0.005083,               0.005083,               0.005083
                    152,                 1.2048,                 1.1695,                  1.416,                0.81102,                0.78192,                0.84354,                0.54904,                  1.254,                 1.0341,                 1.4385,                0.00505,                0.00505,                0.00505
                    153,                 1.2141,                 1.1871,                 1.4227,                0.82006,                0.76915,                0.84356,                0.54782,                 1.2535,                 1.0336,                  1.439,               0.005017,               0.005017,               0.005017
                    154,                 1.2164,                 1.1781,                 1.4234,                0.80905,                0.77516,                0.83854,                0.54359,                 1.2533,                 1.0297,                 1.4367,               0.004984,               0.004984,               0.004984
                    155,                 1.1985,                 1.1724,                   1.41,                 0.8349,                0.75748,                0.84424,                0.54978,                  1.249,                 1.0235,                 1.4358,               0.004951,               0.004951,               0.004951
                    156,                 1.2118,                 1.1675,                 1.4199,                 0.8333,                0.74943,                0.84311,                0.54882,                 1.2538,                 1.0275,                 1.4386,               0.004918,               0.004918,               0.004918
