                  epoch,             train/Loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),               val/Loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 4.0243,                      0,                      0,                      0,                      0,                 3.9815,               0.066869,             6.6396e-05,             6.6396e-05
                      2,                 3.9818,                      0,                      0,                      0,                      0,                 3.9877,               0.033589,             0.00011976,             0.00011976
