timestamp,backend,imgsz,batch,device,int8_path,map50,map,precision,recall,total_time_s,avg_latency_ms,fps
2025-12-06T20:13:55.329924,fbgemm,640,8,cpu,/home/ubuntu/obc-yolov8/obc-yolov8/runs/detect/ptq/senstivity/botnet/fold3/weights/ptq_int8.pt,,,,,314.5751885410009,314575.1885410009,0.0031788902508109364
